,date,emd_nm_2term,emd_nm,clustered,em_g_interpolated,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,area_km2,Deri_resd_density,sexratio,pop_perhouse,house_cnt,corona_updown_ratio,corona_infec,vac_1st,vac_2nd,mon,tue,wed,tru,fri,sat,sun,day_cnt,em_cnt,pay_amt,resd_pop_cnt내국인남성제주,resd_pop_cnt내국인여성제주,visit_pop_cnt내국인남성그외,visit_pop_cnt내국인남성제주,visit_pop_cnt내국인여성그외,visit_pop_cnt내국인여성제주,work_pop_cnt내국인남성그외,work_pop_cnt내국인남성제주,work_pop_cnt내국인여성그외,work_pop_cnt내국인여성제주,resd_pop_cnt장기해외제주,visit_pop_cnt장기해외그외,visit_pop_cnt장기해외제주,work_pop_cnt장기해외그외,work_pop_cnt장기해외제주,visit_pop_cnt단기해외,foreign_pop남성,foreign_pop여성,resid_reg_pop남성,resid_reg_pop여성,total_pop남성,total_pop여성,use_amt간식,use_amt농축수산물,use_amt마트/슈퍼마켓,use_amt배달,use_amt식품,use_amt아시아음식,use_amt양식,use_amt주점및주류판매,use_amt패스트푸드,use_amt한식,min_temp,max_temp,mean_hum,mean_prec,resd_pop,visit_pop,work_pop,resd_per_visit,use_amt,resd_pop_cnt내국인제주,visit_pop_cnt내국인그외,visit_pop_cnt내국인제주,work_pop_cnt내국인그외,work_pop_cnt내국인제주,foreign_pop,resid_reg_pop,total_pop,foreign_pop_gender_ratio,total_pop_gender_ratio,resd_pop_cnt_gender_ratio,visit_pop_cnt_gender_ratio,work_pop_cnt_gender_ratio,resd_pop_cnt기타,resd_pop_cnt아메리카,resd_pop_cnt장기_아시아,resd_pop_cnt장기_아프리카,resd_pop_cnt장기_오세아니아,resd_pop_cnt_장기_유럽,resd_pop_cnt_장기_중국,visit_pop_cnt_장기_기타,visit_pop_cnt_장기_아메리카,visit_pop_cnt_장기_아시아,visit_pop_cnt_장기_아프리카,visit_pop_cnt_장기_오세아니아,visit_pop_cnt_장기_유럽,visit_pop_cnt_장기_중국,work_pop_cnt_장기_기타,work_pop_cnt_장기_아메리카,work_pop_cnt_장기_아시아,work_pop_cnt_장기_아프리카,work_pop_cnt_장기_오세아니아,work_pop_cnt_장기_유럽,work_pop_cnt_장기_중국,visit_pop_cnt_단기_기타,visit_pop_cnt_단기_아메리카,visit_pop_cnt_단기_아시아,visit_pop_cnt_단기_중국,개별여행,패키지,친지방문,codiv_trend,em_area_cd
10,2019-01-01,건입동13,건입동,1,46571200,0,0,0,0,0,0,0,0,0,0,1,0,2.53,1720544.419,2.329179403,4253,106.5440547,0,0,0,0,4,4,4,5,5,4,4,30,20791,1283438,2139292.865,2213684.514,799554.903,1704151.933,572419.6133,1339413.837,41555.7832,276106.3294,11007.2774,240828.6521,119064.4871,75134.9344,61802.8058,2886.2752,20611.9849,188237.1284,153,95,4982,4676,5135,4771,63843012,185275506,584890929,25355163,424772605,81646430,33216882,15563311,56708057,699369011,8,22,63.75337838,0.957017544,4472041.866,4740715.155,592996.3022,0.943326422,2170640906,4352977.379,1371974.516,3043565.77,52563.0606,516934.9815,248,9658,9906,1.610526316,1.076294278,0.966394647,1.309584177,1.261385193,8.4669,1807.6708,84653.6627,0,0,0,32594.6867,2443.0404,4919.3222,69967.44,14.3517,301.0062,3694.3638,55598.2159,0,0,16717.7783,0,0,0,6780.4818,31813.4463,5331.2595,50407.5091,100684.9135,920287,41735,80445,0,29
11,2019-02-01,건입동14,건입동,1,46934900,0,0,0,0,0,0,0,0,0,0,0,1,2.53,1824768.916,2.327508855,4235,106.2674394,0,0,0,0,5,4,4,4,4,5,5,31,20161,1424551,2216011.063,2400654.294,821536.6166,1668808.63,585719.2495,1309502.01,52734.231,291574.3574,15652.9784,229807.2763,130082.1147,75400.2904,65703.5002,8798.5808,14152.3999,177013.8894,152,95,4951,4659,5103,4754,60302965,194185562,653829005,30509148,439232779,85213230,42572940,12634354,66750013,729447786,1,23,71.77986051,1.087436333,4746747.472,4703684.186,612719.8238,1.009155225,2314677782,4616665.357,1407255.866,2978310.64,68387.2094,521381.6337,247,9610,9857,1.6,1.073411864,0.923086289,1.314012933,1.402706067,0,2067.0749,88796.2886,0,0,0,39218.7512,1318.7004,3569.1603,89549.3556,19.3527,230.2264,5101.7852,41315.21,263.7128,226.5668,15513.314,0,0,0,6947.3871,21236.7032,5999.4482,30880.5922,118897.1458,799716,73371,37634,0,29
12,2019-03-01,건입동15,건입동,1,43272850,1,0,0,0,0,0,0,0,0,0,0,0,2.53,1850464.72,2.31884058,4209,106.2039046,0,0,0,0,4,5,5,5,4,4,4,31,19741,1392203,2246405.082,2435270.66,913404.8519,1697154.152,750957.7196,1248846.016,45024.9185,278083.9422,19736.9033,195807.6036,97093.2384,67683.6666,83133.2548,3316.4359,21438.9754,146051.7196,154,100,4896,4610,5050,4710,53241747,199006619,686511252,29274816,452254292,80582864,37093007,14286709,63129117,731974704,2,17,69.88990626,0.616135881,4778768.98,4907231.381,563408.7789,0.973821817,2347355127,4681675.742,1664362.572,2946000.168,64761.8218,473891.5458,254,9506,9760,1.54,1.072186837,0.922445755,1.305407604,1.499035468,0,1999.8619,58193.5282,0,0,0,36899.8483,1480.6661,4214.0687,88449.9643,0,531.6565,5458.7293,50681.8365,312.4093,0,19636.2756,0,0,0,4806.7264,20240.4225,1948.6977,28664.9234,95197.676,916626,29818,46126,0,29
13,2019-04-01,건입동16,건입동,1,41103100,0,1,0,0,0,0,0,0,0,0,0,0,2.53,1696012.248,2.314272099,4197,106.0348584,0,0,0,0,4,4,4,4,4,4,4,28,18910,1403269,2037849.05,2253061.938,769260.7242,1559305.873,680420.4759,1159346.418,30622.4192,249279.2896,8964.5132,162902.5534,86376.5295,60478.1412,86370.4389,4607.5913,11788.339,182875.7851,149,107,4867,4590,5016,4697,56307738,147343995,565420894,31582163,366201855,78159158,35802886,9140516,60338874,640922248,1,18,67.52292471,0.923402256,4377287.518,4498057.856,468164.7057,0.973150559,1991220327,4290910.988,1449681.2,2718652.291,39586.9324,412181.843,256,9457,9713,1.392523364,1.067915691,0.904479817,1.265685672,1.628594206,0,554.4458,56114.3593,0,0,0,29707.7244,2165.634,5151.7004,90943.0673,0,1034.0076,4782.9211,42771.2497,349.6891,0,10291.373,0,0,0,5754.8682,20327.1958,3529.2361,23291.3707,135727.9825,704981,94809,42665,0,29
14,2019-05-01,건입동17,건입동,1,45366000,0,0,1,0,0,0,0,0,0,0,0,0,2.53,1751066.126,2.316555344,4192,105.9233449,0,0,0,0,4,4,4,4,5,5,5,31,18966,1293420,2101667.361,2328529.937,919845.0117,1634153.882,679989.0315,1387926.536,44519.377,268019.7546,19462.5564,175975.0436,106878.1365,129285.9397,62410.4153,12323.1613,10065.7028,171055.8973,147,108,4864,4592,5011,4700,57137896,154703419,563697978,30265552,376028057,87865455,35068075,12410375,55776848,708394613,4,21,60.82061901,1.526315789,4537075.435,4984666.714,530365.5957,0.910206378,2081348268,4430197.298,1599834.043,3022080.418,63981.9334,443994.7982,255,9456,9711,1.361111111,1.066170213,0.902572618,1.235059561,1.599176062,17.6433,1907.7986,71751.678,0,0,0,33201.0166,1824.0632,5428.0308,137795.5167,0,122.5564,5123.2902,41402.8977,392.0012,0,17899.7646,0,0,0,4097.0983,24996.8696,3908.7588,36631.6021,105518.6668,837709,35272,60751,0,29
15,2019-06-01,건입동18,건입동,1,47155800,0,0,0,1,0,0,0,0,0,0,0,0,2.53,1683195.852,2.315225161,4197,105.8964317,0,0,0,0,5,5,4,4,4,4,4,30,18991,1228391,1996459.583,2262025.923,785415.7157,1606323.504,583823.6901,1332666.463,34793.087,289341.9871,20832.905,261095.6922,94627.603,81744.1603,66023.1375,5526.6298,8022.6924,223433.4885,152,102,4867,4596,5019,4698,57204274,235573999,577628347,39044764,401304695,77203932,32407821,14381562,52553795,690242792,6,23,69.11148649,1.241666667,4353113.109,4679430.159,619612.9935,0.930265644,2177545981,4258485.506,1369239.406,2938989.967,55625.992,550437.6793,254,9463,9717,1.490196078,1.068326948,0.882598012,1.247978872,1.149706264,25.0033,3059.3791,65812.5261,0,0,0,25730.6945,1604.9549,3834.2944,101548.3705,60.105,555.5953,4386.3295,35777.6482,294.8571,0,10151.8123,0,0,0,3102.6528,45847.3456,7918.9547,43172.7479,126494.4403,908639,75338,68145,0,29
16,2019-07-01,건입동19,건입동,1,54400500,0,0,0,0,1,0,0,0,0,0,0,0,2.53,1717098.633,2.316331418,4176,106.2855891,0,0,0,0,4,4,5,5,5,4,4,31,21797,1355574,2035690.416,2308569.125,865154.4259,1740046.531,627329.922,1388375.027,44831.1874,289901.0264,23774.6311,288373.6736,110624.4948,99227.6723,64951.561,6596.8261,15602.9761,229049.5947,150,104,4853,4566,5003,4670,58052409,224592992,608248977,34249341,424145900,92548728,39843153,14145735,61720944,709108787,12,32,60.08609416,1.20713073,4454884.036,5014134.734,669080.3207,0.888465163,2266656966,4344259.541,1492484.348,3128421.558,68605.8185,578274.7,254,9419,9673,1.442307692,1.07130621,0.881797471,1.292451536,1.072349934,0,3987.0705,81177.0195,0,0,0,25460.4048,2275.9531,7522.8455,97575.256,6.1607,423.2986,5846.9308,50528.7886,750.1008,0,18349.4323,0,0,0,3100.2691,36747.761,6851.7545,43916.9852,141533.094,884364,145535,30678,0,29
17,2019-08-01,건입동20,건입동,1,50759250,0,0,0,0,0,1,0,0,0,0,0,0,2.53,1662172.262,2.318160038,4174,106.3321648,0,0,0,0,4,4,4,4,4,5,5,30,23387,1408848,1993840.994,2211454.828,810252.8567,1714456.19,586530.9194,1364747.615,39651.044,295779.1167,33858.1541,261802.0229,109706.0656,91021.7347,73890.344,741.5777,12049.4527,225132.5987,155,104,4853,4564,5008,4668,49908138,99605766,578320484,35240133,386316144,88396490,38964147,15900237,54348280,695914804,18,29,77.75225225,1.727192982,4315001.888,4866032.259,643881.3681,0.88675982,2042914623,4205295.822,1396783.776,3079203.805,73509.1981,557581.1396,259,9417,9676,1.490384615,1.072836332,0.90159698,1.293874248,1.13451248,0,3276.4792,80138.4969,0,0,0,26291.0895,2533.4889,7769.1085,98424.3049,43.0084,591.4178,3363.5449,52187.2053,1020.6149,0,8281.0365,0,0,1350.9775,2138.4015,23415.6848,2963.4926,45003.8976,153749.5237,914476,47857,75809,0,29
18,2019-09-01,건입동21,건입동,1,44868393.75,0,0,0,0,0,0,1,0,0,0,0,0,2.53,1759890.451,2.323479933,4161,106.4516129,0,0,0,0,5,5,5,4,4,4,4,31,26082,1625503,2106187.457,2346335.383,982433.9424,1746860.326,727769.3494,1399707.565,47194.8681,320341.6888,26340.6876,251145.271,119808.8359,96050.9826,82346.5885,10320.8952,17123.7295,234677.9798,157,103,4851,4557,5008,4660,52790871,187736886,606808919,43668905,423741720,75169250,40994048,15334830,63527223,729831149,20,33,81.12031386,2.959252971,4572331.676,5269846.734,672467.1402,0.867640352,2239603801,4452522.84,1710203.292,3146567.891,73535.5557,571486.9598,260,9408,9668,1.524271845,1.074678112,0.897649787,1.282878442,1.324523081,83.6239,3803.9929,76854.7058,0,0,0,39066.5133,3362.6785,7362.9172,104541.7749,18.1407,798.9071,7501.887,54811.2657,935.1367,578.2259,21108.3451,0,0,1719.2691,3103.6479,28945.652,3029.0899,35046.7457,167656.4922,924637,32648,76775,0,29
19,2019-10-01,건입동22,건입동,1,40734600,0,0,0,0,0,0,0,1,0,0,0,0,2.53,1817234.134,2.32009627,4155,106.0632689,0,0,0,0,4,4,4,5,5,5,4,31,26561,1516091,2220010.154,2377592.206,1018969.501,1810828.954,786222.6415,1460591.284,63039.0746,339822.0125,28826.7984,225300.0749,125029.5572,121834.3093,82803.9135,11164.5191,19070.2606,259322.6909,158,102,4828,4552,4986,4654,56780638,222587174,611263838,45151925,479514139,91188284,48175931,24275350,61412308,731255515,22,34,78.94180471,3.846349745,4722631.917,5540573.294,687222.7401,0.852372429,2371605102,4597602.36,1805192.143,3271420.238,91865.873,565122.0874,260,9380,9640,1.549019608,1.071336485,0.933722002,1.259471656,1.585275425,394.5383,3414.6194,82898.1421,0,0,0,38322.2574,4333.4677,6095.974,136913.2327,132.1419,488.4733,7185.4473,49489.4859,100.9466,10.6828,22553.3453,0,0,0,7569.805,27345.6452,3399.7037,45470.7495,183106.5925,1109760,48440,16986,0,29
20,2019-11-01,건입동23,건입동,1,40990100,0,0,0,0,0,0,0,0,1,0,0,0,2.53,1745881.057,2.25,4165,105.66,0,0,0,0,5,4,4,4,4,4,5,30,24806,1419870,2140072.166,2277006.909,754290.2535,1619468.799,560691.5424,1342282.273,52734.5513,311273.4775,24307.4001,192218.0016,118211.2526,114348.3086,83241.6913,3171.5432,17669.2583,198286.6347,161,102,4819,4561,4980,4663,54083262,235612285,589488230,40246320,485590996,70044912,45214244,20908944,59721381,642450565,18,30,81.16328829,8.31622807,4535290.328,4672609.503,601374.232,0.970611887,2243361139,4417079.075,1314981.796,2961751.072,77041.9514,503491.4791,263,9380,9643,1.578431373,1.067981986,0.939861955,1.24739449,1.681133142,126.857,3433.9187,81421.3295,0,0,0,33229.1474,3605.2198,8589.8739,123721.41,33.6327,586.1476,7476.5037,53577.2122,136.0471,0,15166.3583,0,0,0,5538.3961,27735.1219,4463.4599,31865.2444,134222.8085,834467,57366,68554,0,29
21,2019-12-01,건입동24,건입동,1,43076900,0,0,0,0,0,0,0,0,0,1,0,0,2.53,1753436.959,2.3125,4160,105.1062897,0,0,0,0,4,5,5,5,4,4,4,31,22040,1216507,2105294.106,2330901.4,848884.5749,1734214.052,602060.8226,1390379.621,52770.1531,308111.8141,18508.5861,257135.9148,113416.4068,113627.5854,70308.3522,5392.1238,15266.3545,226610.7372,159,102,4796,4563,4955,4665,48585711,193782313,557225286,48674808,437335914,86216010,35197497,17258910,60126246,710050107,12,27,70.66695728,1.685483871,4549611.913,4986085.745,657184.9464,0.912461627,2194452802,4436195.506,1450945.398,3124593.673,71278.7392,565247.7289,261,9359,9620,1.558823529,1.062165059,0.90321028,1.296449605,1.3092297,262.8598,4792.2321,71449.7625,0,0,3874.003,33037.5494,3738.0019,7076.9716,110240.6487,28.3393,940.0632,2686.9487,59224.9642,149.1028,0,13437.8781,0,0,2013.8045,5057.6929,28418.9755,6599.4368,37449.3515,154142.9734,1044280,89087,121053,0,29
22,2020-01-01,건입동25,건입동,1,45356150,0,0,0,0,0,0,0,0,0,0,1,0,2.53,1651488.775,2.305675806,4158,104.7598157,0,0,0,0,4,4,4,4,5,5,4,30,20387,1224609,2031697.614,2146568.986,878381.3163,1738090.654,626446.5553,1410978.913,53801.5298,311023.7194,23954.7816,243231.4905,118937.5998,119483.3581,85700.69,12953.4881,16621.2101,153858.6196,155,97,4776,4559,4931,4656,55168298,191384895,558196759,47513328,418389581,76764870,36340026,19297941,67439670,676963903,7,24,65.97184685,0.916666667,4297204.2,5012940.106,661586.2195,0.85722233,2147459271,4178266.6,1504827.872,3149069.567,77756.3114,554255.2099,252,9335,9587,1.597938144,1.059063574,0.946486056,1.284204998,1.365434108,0,7301.247,75732.462,0,0,2842.2145,33061.6763,4497.2963,5806.6152,133654.2032,0,642.34,2778.4121,57805.1813,201.097,0,19848.174,0,0,1545.336,7980.0912,18488.9682,5015.8717,28871.1383,101482.6414,1027256,74030,89593,0,30
