,Unnamed: 0,date,emd_nm,emd_nm_num,emd_nm2,cluster1,cluster2,cluster3,em_g_interpolated,rolling_window,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,area_km2,Deri_resd_density,pop_perhouse,house_cnt,sexratio,corona_updown_ratio,corona_infec,vac_1st,vac_2nd,mon,tue,wed,tru,fri,sat,sun,day_cnt,em_cnt,pay_amt,resd_pop_cnt내국인남성제주,resd_pop_cnt내국인여성제주,visit_pop_cnt내국인남성그외,visit_pop_cnt내국인남성제주,visit_pop_cnt내국인여성그외,visit_pop_cnt내국인여성제주,work_pop_cnt내국인남성그외,work_pop_cnt내국인남성제주,work_pop_cnt내국인여성그외,work_pop_cnt내국인여성제주,resd_pop_cnt장기해외제주,visit_pop_cnt장기해외그외,visit_pop_cnt장기해외제주,work_pop_cnt장기해외그외,work_pop_cnt장기해외제주,visit_pop_cnt단기해외,foreign_pop남성,foreign_pop여성,resid_reg_pop남성,resid_reg_pop여성,total_pop남성,total_pop여성,use_amt간식,use_amt농축수산물,use_amt마트/슈퍼마켓,use_amt배달,use_amt식품,use_amt아시아음식,use_amt양식,use_amt주점및주류판매,use_amt패스트푸드,use_amt한식,min_temp,max_temp,mean_hum,mean_prec,resd_pop,visit_pop,work_pop,resd_per_visit,use_amt,resd_pop_cnt내국인제주,visit_pop_cnt내국인그외,visit_pop_cnt내국인제주,work_pop_cnt내국인그외,work_pop_cnt내국인제주,foreign_pop,resid_reg_pop,total_pop,foreign_pop_gender_ratio,total_pop_gender_ratio,resd_pop_cnt_gender_ratio,visit_pop_cnt_gender_ratio,work_pop_cnt_gender_ratio,resd_pop_cnt기타,resd_pop_cnt아메리카,resd_pop_cnt장기_아시아,resd_pop_cnt장기_아프리카,resd_pop_cnt장기_오세아니아,resd_pop_cnt_장기_유럽,resd_pop_cnt_장기_중국,visit_pop_cnt_장기_기타,visit_pop_cnt_장기_아메리카,visit_pop_cnt_장기_아시아,visit_pop_cnt_장기_아프리카,visit_pop_cnt_장기_오세아니아,visit_pop_cnt_장기_유럽,visit_pop_cnt_장기_중국,work_pop_cnt_장기_기타,work_pop_cnt_장기_아메리카,work_pop_cnt_장기_아시아,work_pop_cnt_장기_아프리카,work_pop_cnt_장기_오세아니아,work_pop_cnt_장기_유럽,work_pop_cnt_장기_중국,visit_pop_cnt_단기_기타,visit_pop_cnt_단기_아메리카,visit_pop_cnt_단기_아시아,visit_pop_cnt_단기_중국,개별여행,패키지,친지방문,codiv_trend,em_area_cd,prophet_trend
288,288,2021-01-01,대천동,대천동37,제주특별자치도 서귀포시 대천동,1,0,0,62019900.0,60975365.0,1,0,0,0,0,0,0,0,0,0,0,0,50.5,122099.3052,2.18,6373.0,103.9,0.755704697,101,0,0,4,4,4,4,5,5,5,31,26239.0,1836310.0,3055663.7369999997,3110351.175,712721.9546,1450364.1330000001,492483.1871,1238033.846,90927.5107,174757.0961,20909.1868,146450.1076,86047.7001,52274.6279,86075.7231,0.0,6762.1674,263.8977,73,110,7083,6817,7156,6927,81393137,170815025,1250863085,218414911,197856726,80316368,36656562,6198753,77796386,578085811,-2.0,18.0,69.23043383,1.566878981,6252062.612000001,4032217.369,439806.0686,1.550527176,2698396764,6166014.9120000005,1205205.142,2688397.979,111836.6975,321207.2037,183,13900,14083,0.663636364,1.033059044,0.9824176,1.249965211,1.5875103190000002,3484.9178,12737.9439,28964.8163,2943.5458,0.0,0.0,37916.4763,1652.0629999999999,7423.6051,82015.1933,0.0,1657.7409,2577.9291,43023.8196,0.0,0.0,1289.2092,0.0,0.0,0.0,5472.9582,143.877,4.2245,11.0417,104.7545,441595,2450,67606,0.166666667,30.0,1959368.0028808692
289,289,2021-02-01,대천동,대천동38,제주특별자치도 서귀포시 대천동,1,0,0,56333000.0,59490635.0,0,1,0,0,0,0,0,0,0,0,0,0,50.5,105198.0102,2.18,6387.0,103.32,0.32342398,48,1959,0,4,4,4,4,4,4,4,28,23585.0,1679618.0,2625951.318,2686548.195,677506.4309,1327208.575,611496.5096,1153457.6409999998,77015.5661,173450.91100000002,15910.0429,134494.9282,75495.415,28323.2424,66794.3249,99.4613,8702.3713,261.6409,72,109,7068,6841,7140,6950,71352072,169286398,1026966061,197923531,203469776,84101754,44296444,10547064,62503650,538675717,1.0,22.0,72.68611111,2.7437641719999997,5387994.927999999,3865048.365,409673.2808,1.3940304030000001,2409122467,5312499.513,1289002.9409999999,2480666.216,92925.609,307945.8392,181,13909,14090,0.660550459,1.027338129,0.977444337,1.135845373,1.6652805769999999,2926.9569,11203.158000000001,23599.2264,0.0,0.0,957.9010000000001,36808.1727,3590.8992,8463.5113,49809.7119,0.0,513.5843,2027.3316,30712.529,0.0,0.0,3677.3613,0.0,0.0,0.0,5124.4713,138.504,23.5365,4.7745,94.8259,778290,0,73437,0.0125,30.0,1969725.4100340323
290,290,2021-03-01,대천동,대천동39,제주특별자치도 서귀포시 대천동,1,0,0,59499550.0,59387365.0,0,0,1,0,0,0,0,0,0,0,0,0,50.5,109534.7462,2.18,6369.0,103.67,0.297117941,57,51468,155,5,5,5,4,4,4,4,31,25623.0,1774752.0,2754168.587,2777336.097,699525.2326,1508237.844,698303.8541,1372399.539,85850.4961,216519.33399999997,18990.1441,139306.5545,72616.3725,57720.5994,84054.0125,0.0,8931.8793,774.6289999999999,77,113,7054,6804,7131,6917,62968241,133282874,1184190590,199494662,215957297,103105992,50408741,17169079,72688612,685460788,6.0,22.0,75.81562241,14.40546218,5604121.057,4421015.711,469598.408,1.2676093959999999,2724726876,5531504.683999999,1397829.0869999998,2880637.383,104840.6402,355825.8885,190,13858,14048,0.681415929,1.0309382679999999,0.99165837,1.066189916,1.910146154,3154.9958,11236.1566,18342.999,0.0,0.0,997.4689999999999,38884.7521,4351.0352,9434.1088,82961.0382,0.0,552.2067,1997.9834,42478.2396,0.0,0.0,4919.9408,0.0,0.0,0.0,4011.9385,108.4233,480.0179,5.547000000000001,180.6408,849441,8646,55459,0.041666667000000004,30.0,1980082.817187195
291,291,2021-04-01,대천동,대천동40,제주특별자치도 서귀포시 대천동,1,0,0,53705700.0,56800735.0,0,0,0,1,0,0,0,0,0,0,0,0,50.5,108617.5656,2.17,6381.0,103.67,0.41218804299999995,87,150078,6994,4,4,4,5,5,4,4,30,24561.0,1601545.0,2709242.0919999997,2775944.9710000004,770227.5685,1443311.63,806507.1121,1247022.156,50832.3584,265113.4941,12079.5604,236313.5231,78703.408,37651.8718,73709.9498,0.0,5785.8345,630.3238,76,111,7064,6814,7140,6925,60515829,117554340,1112803641,209919098,233537485,101634234,46032659,16428321,71862180,696345286,8.0,24.0,68.19066148,15.10062893,5563890.471,4379060.612,570124.7705,1.270567129,2666633073,5485187.062999999,1576734.6809999999,2690333.7860000003,62911.9188,501427.0172,187,13878,14065,0.684684685,1.0310469309999999,0.9759711090000001,1.077919479,1.271959139,7339.4623,13842.4889,20981.636000000002,0.0,0.0,778.3484,35761.4724,2502.4229,9476.0202,57629.3695,72.7151,417.9241,3102.7844,38160.5854,219.865,0.0,1629.0283,0.0,0.0,0.0,3936.9412,200.2388,132.8512,18.0886,279.1452,1034696,13411,55939,0.066666667,30.0,1990791.322887923
292,292,2021-05-01,대천동,대천동41,제주특별자치도 서귀포시 대천동,1,0,0,58341550.0,56981540.0,0,0,0,0,1,0,0,0,0,0,0,0,50.5,115531.3686,2.17,6396.0,103.78,1.241551868,328,360745,104278,5,4,4,4,4,5,5,31,27284.0,1739063.0,2851769.4560000002,2982564.6580000003,814594.1709,1443340.511,833022.1962,1262022.297,70068.1525,240105.707,37684.1658,214789.9373,89693.4791,35466.9417,74811.1191,0.0,3222.798,3240.863,73,111,7083,6825,7156,6936,68535078,136661112,1217437301,224128564,239158988,110243448,57676917,14948136,74566296,674143343,11.0,27.0,79.8015748,23.72206304,5924027.592999999,4466498.098999999,565870.7606,1.3263248890000001,2817499183,5834334.114,1647616.3669999999,2705362.808,107752.3183,454895.6443,184,13908,14092,0.657657658,1.03171857,0.956146734,1.077750229,1.2285373259999999,8069.4517,16899.0868,25064.401,0.0,0.0,1114.9956,38545.544,2915.1448,10496.417,53283.3767,7.6436,344.4702,2693.2229,40537.7856,0.0,0.0,1658.2387,0.0,0.0,0.0,1564.5593,2935.9916,90.2389,0.6892,213.9433,1106333,4406,106745,0.120833334,30.0,2001499.8285886506
293,293,2021-06-01,대천동,대천동42,제주특별자치도 서귀포시 대천동,1,0,0,56178400.0,56664920.0,0,0,0,0,0,1,0,0,0,0,0,0,50.5,109072.7632,2.17,6396.0,103.39,0.686106702,223,1113803,317215,4,5,5,4,4,4,4,30,26836.0,1674289.0,2676369.673,2831804.869,792887.145,1436058.5669999998,761081.1390000001,1279102.367,62543.4727,221137.2724,29414.5827,163363.6674,79861.1848,41692.7179,61218.1083,0.0,2899.6365,644.6276,71,110,7048,6817,7119,6927,59961425,125498048,1250268221,226710249,247565988,87597953,51137813,6823447,67963248,625776418,17.0,30.0,87.46199032,25.6013986,5588035.727000001,4372684.672,479358.6317,1.2779416190000001,2749302810,5508174.542,1553968.284,2715160.934,91958.0554,384500.9398,181,13865,14046,0.645454545,1.0277176270000001,0.945110909,1.09252217,1.471539165,6596.8317,15609.6623,22340.7471,0.0,0.0,795.5616,34518.3821,3405.9120000000003,13401.8301,42513.7431,3.6837,1319.7868,3057.3433,39208.5272,0.0,0.0,2658.5781,0.0,0.0,0.0,241.0584,360.7439,91.1988,25.1435,167.5414,1118567,2241,62745,0.133333333,25.0,2012208.3342893787
294,294,2018-01-01,도두동,도두동1,제주특별자치도 제주시 도두동,1,0,0,14694200.0,14694200.0,1,0,0,0,0,0,0,0,0,0,0,0,4.03,211880.8469,2.345345345,1332.0,112.5,0.0,0,0,0,5,5,5,4,4,4,4,31,5338.0,439510.0,431983.9418,421895.8714,678673.6859,737133.1529999999,655509.3789,618520.2459,7540.7969,82794.9894,8872.0952,48449.9779,69275.8098,17326.4377,25466.7919,0.0,2257.2416,103325.5686,43,55,1602,1424,1645,1479,10676649,62194774,286892380,2845001,65966637,21076175,9650875,4407707,17004410,184379927,-2.0,17.0,64.25441465,1.057324841,923155.623,2835955.262,149915.101,0.325518401,665094535,853879.8132,1334183.065,1355653.399,16412.8921,131244.9673,98,3026,3124,0.7818181820000001,1.112237999,1.02391128,1.11128251,1.5759336919999998,0.0,0.0,23686.5806,0.0,5026.3218,0.0,40562.9074,764.9531,2918.7473,8163.7253,17.7725,1158.0046,518.832,29251.1948,0.0,0.0,265.7072,0.0,0.0,0.0,1991.5344,11603.434,969.1384,34579.0534,56173.9428,931530,29762,78741,0.0,24.0,526908.758387862
295,295,2018-02-01,도두동,도두동2,제주특별자치도 제주시 도두동,1,0,0,14004850.0,14300285.71,0,1,0,0,0,0,0,0,0,0,0,0,4.03,191767.1718,2.326651819,1347.0,113.2911392,0.0,0,0,0,4,4,4,4,4,4,4,28,4940.0,418870.0,391452.4096,381369.2929,498716.8726,654281.9077,479252.4023,548990.579,6445.460999999999,74213.8665,2898.0398,46418.1864,66973.101,19906.5606,30199.3607,4743.1991,2821.6658,94725.4227,43,58,1611,1422,1654,1480,12317520,85857936,224230415,2746713,95192115,12651799,7162432,4446477,19129533,163114508,-1.0,19.0,58.82842664,1.467575188,839794.8035,2326073.106,137540.4186,0.36103543,626849448,772821.7025,977969.2749,1203272.487,9343.5008,120632.0529,101,3033,3134,0.74137931,1.117567568,1.026439246,1.1213291029999999,1.635553523,0.0,0.0,21113.0899,0.0,4422.6398,0.0,41437.3713,962.2637,2759.5523,10519.2442,4.2623,673.1169,573.096,34614.3859,0.0,0.0,4743.1991,0.0,0.0,0.0,2821.6658,7115.8137,312.8986,17936.9032,69359.8072,731347,31465,50344,0.0,24.0,528815.9278963801
296,296,2018-03-01,도두동,도두동3,제주특별자치도 제주시 도두동,1,0,0,15804550.0,14957905.56,0,0,1,0,0,0,0,0,0,0,0,0,4.03,190002.1679,2.311078503,1363.0,112.2392211,0.0,0,0,0,4,4,4,5,5,5,4,31,5648.0,472743.0,379548.5225,386160.2143,570526.7712,721629.9373,598497.2037,580840.1593,6222.21,77893.3705,1741.9604,52436.1219,70343.9082,19521.8372,29668.9704,0.0,0.0,118383.5462,43,55,1614,1438,1657,1493,14010094,109565959,189951360,3483312,52595589,17553084,10198078,3802668,19927477,169281850,2.0,21.0,64.59655623,1.382852292,836052.645,2639068.425,138293.6628,0.31679839600000004,590369471,765708.7368,1169023.975,1302470.097,7964.1704,130329.4924,98,3052,3150,0.7818181820000001,1.109845948,0.982878371,1.095663335,1.552575819,0.0,0.0,21166.3845,0.0,5112.4097,0.0,44065.114,573.146,3057.9843,13690.2245,3.9992,1054.0108,858.5858,29952.857000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7593.2702,1366.8083,31983.8562,77439.6115,833785,47396,54840,0.0,24.0,530723.0977668675
297,297,2018-04-01,도두동,도두동4,제주특별자치도 제주시 도두동,1,0,0,14904200.0,14973435.0,0,0,0,1,0,0,0,0,0,0,0,0,4.03,193817.4322,2.308769344,1357.0,110.98748259999999,0.0,0,0,0,5,4,4,4,4,4,5,30,5572.0,445722.0,377998.9996,403085.2523,679166.8605,744656.4365,791443.9874,601844.5857,6640.2463,90308.7777,206.4675,54752.2775,75198.5815,27314.0646,29405.3666,0.0,1646.1202,143119.2078,43,56,1596,1438,1639,1494,11866900,105358186,182466693,3147071,84865998,20722880,8294707,6366656,21210944,226206901,7.0,23.0,64.21959459,1.5228070180000002,856282.8334,3016950.5089999996,153553.8892,0.283823958,670506936,781084.2519,1470610.8480000002,1346501.0219999999,6846.7138,145061.0552,99,3034,3133,0.767857143,1.097054886,0.9377644,1.021915578,1.764032712,0.0,0.0,26788.0378,0.0,4406.3989,0.0,44004.1448,1146.1517,2916.7919,14868.47,11.9712,443.8385,856.93,36475.2779,0.0,105.4459,0.0,0.0,0.0,0.0,1540.6743,8617.4301,1156.8899,46796.0182,86548.8696,716499,218246,28582,0.0,24.0,532694.9179464924
298,298,2018-05-01,도두동,도두동5,제주특별자치도 제주시 도두동,1,0,0,15476250.0,15223155.0,0,0,0,0,1,0,0,0,0,0,0,0,4.03,203453.4786,2.320978503,1349.0,110.7541899,0.0,0,0,0,4,5,5,5,4,4,4,31,6253.0,462740.0,398007.591,421909.9277,753321.0209,757151.9707,740997.127,634931.1818,13724.2033,103350.3032,5089.5489,62826.5548,79459.2334,19216.6031,35269.2585,4741.5527,7202.5378,160577.5212,47,66,1586,1432,1633,1498,12475152,119856925,211797639,2426490,75231001,18346680,5284670,6664185,18930534,198143749,5.0,30.0,72.43897123,1.36417657,899376.7521,3101464.683,196934.7007,0.289984521,669157025,819917.5187,1494318.148,1392083.1530000002,18813.7522,166176.858,113,3018,3131,0.712121212,1.09012016,0.9433473,1.097784661,1.7238107040000001,0.0,0.0,28205.2788,0.0,4514.0756,0.0,46739.879,1362.0452,2697.6057,14232.8637,3.5169,657.663,1544.6965,33987.4706,0.0,183.5999,254.7002,0.0,0.0,0.0,11505.7904,11463.8626,1375.9742,52096.1889,95641.4955,815996,191777,41241,0.0,24.0,534666.7384216678
299,299,2018-06-01,도두동,도두동6,제주특별자치도 제주시 도두동,1,0,0,16682350.0,15877110.0,0,0,0,0,0,1,0,0,0,0,0,0,4.03,201134.8367,2.329881657,1352.0,110.3950104,0.0,0,0,0,4,4,4,4,5,5,4,30,6760.0,498785.0,405197.335,405376.05700000003,610596.3543,779069.5427,646420.4121,617809.0705,12009.7205,87396.1842,2829.7626,65863.6314,70754.3014,25241.5868,42916.2537,0.0,2005.7033,163720.173,49,65,1593,1443,1642,1508,12151343,32977118,204889415,4605710,52744132,19243770,9323559,4675216,17397643,216486494,12.0,33.0,77.78716216,1.5903508769999999,881327.6934,2885773.393,170105.00199999998,0.30540433100000003,574494400,810573.392,1257016.7659999998,1396878.6130000001,14839.4831,153259.8156,114,3036,3150,0.7538461540000001,1.088859416,0.99955912,1.099219656,1.4470955490000001,685.1185,0.0,17476.0136,0.0,4299.8471,0.0,48293.3222,1228.8353,4121.2546,14794.3755,11.6712,601.7506,2123.9238,45276.0295,285.5518,74.9446,375.6832,0.0,0.0,962.9813,306.5424,10206.5285,2581.2307,43435.4768,107496.93699999999,935068,46173,77419,0.0,25.0,536638.5592053276
300,300,2018-07-01,도두동,도두동7,제주특별자치도 제주시 도두동,1,0,0,19566250.0,17416875.0,0,0,0,0,0,0,1,0,0,0,0,0,4.03,202411.8989,2.345054945,1365.0,110.07539409999998,0.0,0,0,0,5,5,4,4,4,4,5,31,8109.0,585020.0,414759.9177,400960.0348,615173.9788,819179.4609999999,638393.5534,669581.9461,10973.0525,97212.1073,2884.677,68035.1395,72098.7174,29521.4792,40235.677,171.4531,4027.4639,218824.986,69,67,1606,1459,1675,1526,12419170,66467799,216726397,3988062,65770467,23525762,12340318,4298788,19226876,210928145,17.0,35.0,79.89734089,0.853565365,887818.6699,3030911.082,183303.8933,0.292921384,635691784,815719.9525,1253567.5320000001,1488761.407,13857.7295,165247.2468,136,3065,3201,1.029850746,1.097640891,1.034417103,1.09662103,1.525457413,602.0635,0.0,19778.3021,0.0,4512.8076,0.0,47205.5442,1750.2784,4213.3129,15944.9266,4.0324,278.0156,1478.5609,46088.0294,618.5647,0.0,718.3833,0.0,0.0,2861.969,0.0,15340.5617,3689.3615,51536.0846,148258.9782,922316,43148,64040,0.0,25.0,538610.3807427933
301,301,2018-08-01,도두동,도두동8,제주특별자치도 제주시 도두동,1,0,0,19381979.17,18506761.67,0,0,0,0,0,0,0,1,0,0,0,0,4.03,203015.9915,2.334545455,1375.0,110.31420770000001,0.0,0,0,0,4,4,5,5,5,4,4,31,7809.0,540275.0,402965.92299999995,415188.5226,737942.1683,805362.8495,710597.4268,646609.0603,11472.4011,92045.5746,8852.6134,62054.2507,66038.784,39556.0269,42128.8866,1858.9372,6506.3108,293229.6106,69,62,1615,1464,1684,1526,13811578,54967478,216747489,6692860,94621058,24043029,12767776,5441904,21269169,236640845,18.0,35.0,81.36878814,2.213497453,884193.2296,3275426.0289999996,182790.0878,0.269947549,687003186,818154.4456,1448539.595,1451971.91,20325.0145,154099.8253,131,3079,3210,1.112903226,1.103538663,0.9705613259999999,1.137118804,1.459914735,486.4547,0.0,16316.8251,0.0,4589.8556,0.0,44645.6486,1459.4854,4134.6936,17288.9951,26.3221,314.1121,1210.9201,57250.3851,981.4984,0.0,2900.5559999999996,0.0,0.0,2794.0305,1689.1631,23282.4435,3739.223,36585.81,229622.1341,1038643,29427,15737,0.0,25.0,540614.5266246959
302,302,2018-09-01,도두동,도두동9,제주특별자치도 제주시 도두동,1,0,0,16785750.0,18110378.75,0,0,0,0,0,0,0,0,1,0,0,0,4.03,194620.4519,2.323210412,1383.0,110.31420770000001,0.0,0,0,0,4,4,4,4,4,5,5,30,7408.0,501748.0,384353.48799999995,399966.93299999996,542623.394,726640.9758,526728.1987,566933.3598,9631.3297,74136.8475,14170.3462,51821.3772,62375.2304,31121.4291,39771.0291,3755.9132,10495.2365,246910.7216,73,61,1615,1464,1688,1525,11967494,82859590,228345790,3289209,97543636,23153596,11860449,2577750,20700805,200800980,9.0,30.0,81.67680179999999,1.6377192980000002,846695.6514,2680729.108,164011.0503,0.315845286,683099299,784320.421,1069351.5929999999,1293574.336,23801.6759,125958.2247,134,3079,3213,1.196721311,1.106885246,0.96096316,1.160564125,1.269373989,481.926,0.0,15179.2187,0.0,473.1808,0.0,46240.9049,1534.7252,4643.8009,14991.1485,4.1936,563.3079,1592.4818,47562.8003,615.7181,0.0,3977.3937,0.0,0.0,2494.6725,7163.3654,21467.7423,5121.7736,43422.1533,176899.0524,880738,65658,67365,0.0,25.0,542586.347689694
303,303,2018-10-01,도두동,도두동10,제주특별자치도 제주시 도두동,1,0,0,16677600.0,17539785.83,0,0,0,0,0,0,0,0,0,1,0,0,4.03,196831.3385,2.308729595,1409.0,111.239782,0.0,0,0,0,5,5,5,4,4,4,4,31,6888.0,499828.0,389392.8487,403837.4456,652002.5872,727924.9724,652036.7209,566229.0846,13109.468,84959.8606,5342.9427,53625.5165,55223.5034,17422.9008,40643.7884,3570.8174,7177.005,380033.5599,88,64,1633,1468,1721,1532,11639384,107470254,206707256,4596234,109450685,16454304,7665432,2856464,19830576,170389740,2.0,25.0,76.42436792,2.7075551780000002,848453.7977,3036293.6139999996,167785.6102,0.27943733600000004,657060329,793230.2943,1304039.308,1294154.057,18452.4107,138585.3771,152,3101,3253,1.375,1.123368146,0.964231655,1.132698261,1.6630810759999999,462.8331,0.0,13721.579,0.0,0.0,0.0,41039.0913,760.3938,5188.3455,12155.9277,12.1037,1082.765,865.7225,38001.431000000004,559.5734,117.9642,4110.4334,0.0,0.0,2867.8089,3092.0425,33086.9044,3158.8958,53040.0774,290747.6823,868257,136307,84105,0.0,25.0,544558.1692441653
304,304,2018-11-01,도두동,도두동11,제주특별자치도 제주시 도두동,1,0,0,17131564.24,17151253.61,0,0,0,0,0,0,0,0,0,0,1,0,4.03,185472.3442,2.30579096,1416.0,111.8008186,0.0,0,0,0,4,4,4,5,5,4,4,30,6403.0,476200.0,360277.7966,387175.7507,567891.805,715693.2382,581555.0863,557277.9047,19165.8016,79120.3331,8781.5209,53020.59,52295.041,19295.6368,37615.3297,0.0,3404.4576,354609.8325,99,61,1639,1466,1738,1527,13920321,67534810,251411673,4893843,99180194,18394138,11662528,3933617,18733110,192816694,2.0,22.0,77.83558559,0.957017544,799748.5883,2833938.833,163492.7032,0.282203899,682480928,747453.5473,1149446.8909999998,1272971.143,27947.3225,132140.9231,160,3105,3265,1.62295082,1.138179437,0.930527792,1.127105601,1.590336208,420.1765,0.0,12237.0541,0.0,0.0,0.0,39637.8104,769.9916,3842.9206,10334.1521,41.3771,569.9056,949.5996,40403.0199,414.6622,92.8371,130.3857,0.0,0.0,2766.5726,0.0,34984.3678,3878.554,61131.4353,254615.4754,920287,41735,80445,0.0,25.0,546529.9904691399
305,305,2018-12-01,도두동,도두동12,제주특별자치도 제주시 도두동,1,0,0,16824600.0,16883404.27,0,0,0,0,0,0,0,0,0,0,0,1,4.03,197062.3894,2.306657224,1412.0,112.5428376,0.0,0,0,0,5,4,4,4,4,5,5,31,6233.0,503216.0,405538.6382,388622.7911,481791.9105,711237.9769,461127.0687,584450.6016,11124.6613,80890.5097,4719.279,49364.9143,61906.3871,17799.2189,50963.1198,3451.8416,3743.6784,350728.4147,96,60,1642,1459,1738,1519,15793402,111337542,247914665,5942658,114855674,26273702,5302325,5050623,22868794,241735815,0.0,23.0,75.67654752,1.053480475,856067.8164,2658098.3109999998,153294.8843,0.322060254,797075200,794161.4293,942918.9792,1295688.5790000001,15843.9403,130255.424,156,3101,3257,1.6,1.144173799,1.0435276759999998,1.141024642,1.701332042,414.4016,161.9915,12174.8885,0.0,4160.3505,0.0,44994.755,686.1052,4445.4024,7850.4663,0.0,978.3615,2039.5925,52762.4108,282.7001,97.5202,4033.0375,0.0,0.0,1443.2772,1338.985,33506.4014,1291.2672,50246.2648,265684.4813,799716,73371,37634,0.0,25.0,548501.8122354258
306,306,2019-01-01,도두동,도두동13,제주특별자치도 제주시 도두동,1,0,0,16601425.35,16782022.99,1,0,0,0,0,0,0,0,0,0,0,0,4.03,205787.2661,2.3128131709999997,1397.0,111.84573,0.0,0,0,0,4,5,5,5,4,4,4,31,5913.0,457942.0,421252.3495,408070.333,627806.2974,725165.8236,589598.2425,612518.8375,8307.9002,74234.67599999999,9437.6781,45733.3811,61817.9844,29117.2002,52258.7081,3007.2133,2180.3247,364390.4903,96,59,1624,1452,1720,1511,12343071,126770135,233723581,6441921,66470496,23673192,10636765,5268422,21131030,197755355,0.0,17.0,76.77676041,0.616135881,891140.6669,3000855.6,142901.1734,0.296962195,704213968,829322.6825,1217404.54,1337684.6609999998,17745.5783,119968.0571,155,3076,3231,1.627118644,1.138318994,1.032303295,1.125491139,1.496120926,281.1818,0.0,12889.5127,0.0,3859.1491,0.0,44788.1408,1008.2916,3803.4563,18910.796000000002,0.0,589.9262,2978.7877,54084.6505,247.0679,16.5056,3503.9815,0.0,0.0,1275.1422,144.8408,40719.538,2848.0885,45209.8347,275613.0291,916626,29818,46126,0.0,25.0,550505.9584921418
307,307,2019-02-01,도두동,도두동14,제주특별자치도 제주시 도두동,1,0,0,14416750.0,15825204.03,0,1,0,0,0,0,0,0,0,0,0,0,4.03,181402.4843,2.3044096730000003,1406.0,112.5946318,0.0,0,0,0,4,4,4,4,4,4,4,28,5621.0,431093.0,363101.05100000004,367950.9606,583234.7504,702604.368,574997.0341,582275.9622,14205.3098,61362.3711,7657.9807,41121.746,64364.5636,26727.9741,55294.9582,1544.9203,4186.492,470769.9124,92,59,1636,1453,1728,1512,10500584,85386060,199399815,5205044,90501573,20315214,10043101,2680487,15920805,181331300,1.0,18.0,71.29826255,0.9234022559999999,795416.5752,2995904.959,130078.8199,0.26550127100000004,621283983,731052.0116,1158231.785,1284880.33,21863.2905,102484.1171,151,3089,3240,1.559322034,1.142857143,0.9868191409999999,1.111094031,1.549161629,57.5868,0.0,13726.4996,0.0,3275.2792,0.0,47305.198,1193.8329,4331.9706,12789.8285,0.0,638.9125,1994.7039,61073.6839,391.6284,0.0,2276.1501,0.0,0.0,2462.5566,601.0772,44128.545999999995,1555.7717,35645.7568,389439.8379,704981,94809,42665,0.0,24.0,552413.1288511169
308,308,2019-03-01,도두동,도두동15,제주특별자치도 제주시 도두동,1,0,0,15020400.0,15335930.07,0,0,1,0,0,0,0,0,0,0,0,0,4.03,186524.1722,2.306553911,1419.0,112.5941136,0.0,0,0,0,4,4,4,4,5,5,5,31,5700.0,449211.0,385287.3376,366405.0764,636746.7069,710432.391,652901.2903,574586.7156,17960.3246,64828.8104,7141.2898,41228.3495,59110.4459,30234.9879,44237.8208,3572.5382,3810.345,405639.9646,107,60,1645,1461,1752,1521,13346957,73116023,240251083,8531269,86736207,17098795,8031674,4276845,21676065,219982545,3.0,21.0,65.67022668,1.526315789,810802.8599,3054779.877,138541.6575,0.265421043,693047463,751692.4140000001,1289647.997,1285019.107,25101.6144,106057.1599,167,3106,3273,1.783333333,1.151873767,1.051533842,1.0975089709999999,1.711592979,0.0,0.0,14317.401000000002,0.0,3586.0387,0.0,41207.0062,1053.5230000000001,4198.8858,16440.2294,34.628,993.3539,1366.0994,50386.0892,203.4356,0.0,4798.9791,0.0,0.0,2123.6342,256.8343,40614.3726,1302.9214,41646.8587,322075.8119,837709,35272,60751,0.0,24.0,554320.2982625577
309,309,2019-04-01,도두동,도두동16,제주특별자치도 제주시 도두동,1,0,0,14436670.31,14824280.66,0,0,0,1,0,0,0,0,0,0,0,0,4.03,173214.0769,2.310782241,1419.0,112.34652109999999,0.0,0,0,0,5,5,4,4,4,4,4,30,5888.0,456657.0,356541.8274,341510.9025,689231.4483,723638.4749,789366.5254,587195.3153,13407.6748,69340.6975,10487.5416,52008.2406,44548.9474,31144.7609,48466.1894,3117.4178,9367.5111,442873.4831,106,60,1647,1466,1753,1526,14469685,131448522,218875707,7488542,70576430,18772182,6272756,4664907,18024560,209841826,6.0,23.0,71.91328829,1.213157895,742601.6773,3311916.1969999997,157729.0834,0.224221156,700435117,698052.7299,1478597.9740000002,1310833.79,23895.2164,121348.9381,166,3113,3279,1.766666667,1.148754915,1.0440130159999998,1.026375918,1.324063311,0.0,0.0,15364.0168,0.0,3538.5593,0.0,25646.3713,1142.7342,4995.1949,15831.8313,0.0,525.9787,1326.993,55788.2182,291.1572,0.0,4307.7257,0.0,0.0,4442.4908,3443.5552,47941.7529,5362.1751,43174.9575,346394.5976,908639,75338,68145,0.0,24.0,556292.1173340627
